topic,white_M,hispanic_M,black_M,asian_M,white_F,hispanic_F,black_F,asian_F,carnegie_group,carnegie_tag
1,0.2798425467958634916,0.021685337061855204564,0.035664579234820211335,0.054297214899540649952,0.45186870060325555538,0.033518390868698756112,0.059467221459308814926,0.063656009076657316105,r1,R1
2,0.25528175909451390275,0.026588287911769074434,0.034352785343956859187,0.062643456262659126515,0.42148662437880984194,0.04907050285833866816,0.060243604267972864743,0.09033297988197966219,r1,R1
3,0.1876742704685845593,0.019888589866438980059,0.025337193445609343593,0.05318665732057125197,0.5153339896251619487,0.050044070219460844965,0.06648452848334950416,0.082050700570823567286,r1,R1
4,0.24456308111816923316,0.023621413589874182522,0.033953304036221703478,0.0668968274709778494,0.45532251856777311596,0.037011605362467594238,0.06372137642438149781,0.07490987343013482345,r1,R1
5,0.24787581253804097847,0.018929170846237872195,0.03135473290840285528,0.048280620398693126202,0.476392898547152244,0.04228257487769128951,0.06494918694993532222,0.069935002933846312186,r1,R1
6,0.28831448233883384292,0.024951670544815873226,0.03573766715407557864,0.076916820289723374026,0.4048527107670499489,0.034340807500544772922,0.05647457090312052429,0.078411270501836085133,r1,R1
7,0.17217634288383581777,0.01649392907968832605,0.024487681835045032623,0.045719166699234961165,0.54170468302403958357,0.04779029924749217186,0.07464672678734432492,0.07698117044331978205,r1,R1
8,0.30292338449348993706,0.02266644029693180226,0.03932828487839097883,0.08209618048644309764,0.40613967928111057674,0.02966309470793701804,0.05295053949033495818,0.064232396365361631296,r1,R1
9,0.26691157080640465348,0.024233420304016044143,0.0360506196004457644,0.06526302674335703594,0.4351838672540936645,0.035419642099612300194,0.06142904321309801238,0.075508809978972524895,r1,R1
10,0.2069947695631783664,0.017535798727214968416,0.028471597167971379193,0.049797927341218388918,0.5043060169914777712,0.038968530919854072236,0.07021152841601492901,0.08371383087307012459,r1,R1
11,0.127384846487507364,0.012652016671834840351,0.018540750615298682243,0.034562347359266197237,0.5757496125590662599,0.053834592319188018315,0.08451608086729102015,0.092759753120547617846,r1,R1
12,0.24078124225008860105,0.021338934451329348971,0.031392272316381041617,0.05116669176062082841,0.48881538987314889354,0.034697710360841268323,0.06373213588627803783,0.06807562310131198027,r1,R1
13,0.29707157717659281795,0.021465443712747501067,0.037370125211771546915,0.06569434618647817263,0.4123026916746828447,0.031570259570880509075,0.053501445171886052873,0.08102411129496055475,r1,R1
14,0.28806994486552086945,0.031905358008876950647,0.036545931330334767124,0.10669528907379598387,0.3827072398661668011,0.029874328268113856919,0.049738747219515928367,0.07446316136767484251,r1,R1
15,0.2252696668022366672,0.019149748531944421031,0.029440621028225601334,0.058112828096667992207,0.47867067152383910452,0.039174128277428897142,0.06624715739778598304,0.08393517834187133342,r1,R1
16,0.1791299527609254541,0.017820831645929300166,0.03356781748449785699,0.04230768953164597175,0.49668094160280427236,0.04791764502043397879,0.09212283749111327726,0.09045228446264988861,r1,R1
17,0.251483105875332288,0.02364230991338297478,0.029918621728875067755,0.07315990407803740366,0.4558300732049731988,0.03252228377342983684,0.058508562647164715696,0.07493513877880451449,r1,R1
18,0.28204471574292885235,0.023419321376759039463,0.040778863919374112745,0.081280838804691633974,0.39150286926208182833,0.034382717300688166154,0.052419549557189344972,0.09417112403628702196,r1,R1
19,0.24738043486547028397,0.020258532109974278286,0.031431154265537949356,0.045412055692587889565,0.4819213295985293238,0.037765109360391942106,0.06624777673984239596,0.069583607367665936966,r1,R1
20,0.2124095962904173911,0.015872448999337805885,0.026024988373357753183,0.045658827400649822466,0.5133458295442085497,0.041142593326518107407,0.06893802358176954586,0.07660769248374102436,r1,R1
21,0.30146795626814579028,0.023712230940022059049,0.036850945988929223307,0.07873719873231981023,0.40426449938093986008,0.030116365781481423052,0.052661624709837980826,0.072189178198323853235,r1,R1
22,0.27909101852443398868,0.02268293580518917445,0.03346754353221336299,0.063353127224465749216,0.4385440153635031235,0.034503124556550030792,0.059457927532958877785,0.06890030746068569261,r1,R1
23,0.2922806304516690136,0.023080623113407200638,0.040620824000284255963,0.07689657082018955234,0.40973316639467306647,0.033105650854387871164,0.05436726592214189958,0.06991526844324714024,r1,R1
24,0.22217144952847409713,0.023174385580560965758,0.031581295036914148948,0.047454959503331160793,0.49193551200257116396,0.044384602661445099226,0.070157377905007238795,0.06914041778169612535,r1,R1
25,0.26259143677261935666,0.019305152822741382292,0.034839300640811151572,0.06524135840446850854,0.439920866211918332,0.0375007248452636447,0.069650763311151134646,0.070950396991026489604,r1,R1
26,0.30976119156907370593,0.024925674128801479842,0.037386699162877667452,0.07972737880053387599,0.40398449434723997242,0.031068294497857321307,0.05261055338952284245,0.06053571410409313461,r1,R1
27,0.2998049889837192677,0.022155458599751290046,0.036445043444798249965,0.0730961801641431427,0.41540182412129564218,0.032205693815130571944,0.05683421385437058265,0.06405659701679125279,r1,R1
28,0.32935050314919279903,0.023038977811646684787,0.03999069887513501038,0.0759639203544363532,0.39377852053446304334,0.028324168809366528651,0.050051678843230990007,0.05950153162252859063,r1,R1
